startTime,combined_price,total_volume
2024-01-01T00:00:00Z,36.51,664.4
2024-01-01T00:30:00Z,45.17,768.65
2024-01-01T01:00:00Z,57.43,805.4
2024-01-01T01:30:00Z,46.61,655.85
2024-01-01T02:00:00Z,61.98,756.35
2024-01-01T02:30:00Z,61.09000000000001,807.9
2024-01-01T03:00:00Z,64.29,744.7
2024-01-01T03:30:00Z,51.7,762.25
2024-01-01T04:00:00Z,53.16,806.95
2024-01-01T04:30:00Z,34.87,1125.35
2024-01-01T05:00:00Z,36.36,1072.5
2024-01-01T05:30:00Z,34.98,1202.3
2024-01-01T06:00:00Z,41.7,979.75
2024-01-01T06:30:00Z,55.33,1041.8
2024-01-01T07:00:00Z,54.37,1154.9
2024-01-01T07:30:00Z,56.24,1157.5
2024-01-01T08:00:00Z,31.319999999999997,1149.65
2024-01-01T08:30:00Z,51.55,981.8
2024-01-01T09:00:00Z,59.32,1018.0
2024-01-01T09:30:00Z,72.25,900.5
2024-01-01T10:00:00Z,72.03,894.5
2024-01-01T10:30:00Z,82.01,1019.05
2024-01-01T11:00:00Z,74.73,1122.75
2024-01-01T11:30:00Z,81.93,1406.65
2024-01-01T12:00:00Z,80.76,1207.6
2024-01-01T12:30:00Z,77.51,1472.75
2024-01-01T13:00:00Z,76.18,1066.15
2024-01-01T13:30:00Z,77.48,1242.0
2024-01-01T14:00:00Z,79.5,991.2
2024-01-01T14:30:00Z,81.15,1270.8
2024-01-01T15:00:00Z,66.03,1173.5
2024-01-01T15:30:00Z,61.93000000000001,1211.75
2024-01-01T16:00:00Z,67.62,1377.85
2024-01-01T16:30:00Z,68.13,1615.05
2024-01-01T17:00:00Z,60.94,1834.95
2024-01-01T17:30:00Z,59.6,2022.0
2024-01-01T18:00:00Z,57.81,1982.05
2024-01-01T18:30:00Z,56.01,1804.9
2024-01-01T19:00:00Z,49.22,2423.9
2024-01-01T19:30:00Z,36.77,2392.65
2024-01-01T20:00:00Z,32.8,2618.35
2024-01-01T20:30:00Z,26.77,2622.85
2024-01-01T21:00:00Z,29.14,3210.7
2024-01-01T21:30:00Z,22.319999999999997,3401.95
2024-01-01T22:00:00Z,15.77,3720.55
2024-01-01T22:30:00Z,14.32,3622.75
2024-01-01T23:00:00Z,-13.73,1715.2
2024-01-01T23:30:00Z,-20.16,1760.3
2024-01-02T00:00:00Z,-16.93,1805.65
2024-01-02T00:30:00Z,-11.09,1625.85
2024-01-02T01:00:00Z,-7.61,2039.5
2024-01-02T01:30:00Z,-10.94,2011.55
2024-01-02T02:00:00Z,-15.39,1603.35
2024-01-02T02:30:00Z,-11.55,1709.05
2024-01-02T03:00:00Z,-1.7400000000000002,1444.7
2024-01-02T03:30:00Z,-10.46,1390.35
2024-01-02T04:00:00Z,-8.68,1625.15
2024-01-02T04:30:00Z,16.66,1640.5
2024-01-02T05:00:00Z,11.710000000000003,1473.35
2024-01-02T05:30:00Z,31.42,1873.45
2024-01-02T06:00:00Z,33.62,1928.6
2024-01-02T06:30:00Z,46.71,1891.85
2024-01-02T07:00:00Z,50.87,2081.25
