startTime,combined_price,total_volume
2023-01-01T00:00:00Z,62.48,635.65
2023-01-01T00:30:00Z,103.42,557.1
2023-01-01T01:00:00Z,122.1,593.7
2023-01-01T01:30:00Z,52.75,784.45
2023-01-01T02:00:00Z,33.5,641.7
2023-01-01T02:30:00Z,18.34,535.3
2023-01-01T03:00:00Z,-20.280000000000005,490.2
2023-01-01T03:30:00Z,-31.6,450.2
2023-01-01T04:00:00Z,-25.43,387.8
2023-01-01T04:30:00Z,-1.61,557.4
2023-01-01T05:00:00Z,6.53,689.45
2023-01-01T05:30:00Z,-5.53,581.95
2023-01-01T06:00:00Z,-6.190000000000001,677.25
2023-01-01T06:30:00Z,-6.32,595.0
2023-01-01T07:00:00Z,-15.469999999999999,762.25
2023-01-01T07:30:00Z,-10.44,541.6
2023-01-01T08:00:00Z,-16.6,648.15
2023-01-01T08:30:00Z,4.89,974.3
2023-01-01T09:00:00Z,68.04,1094.3
2023-01-01T09:30:00Z,104.64000000000001,941.4
2023-01-01T10:00:00Z,134.83,1177.1
2023-01-01T10:30:00Z,140.98,1309.3
2023-01-01T11:00:00Z,153.37,930.6
2023-01-01T11:30:00Z,161.53,1204.45
2023-01-01T12:00:00Z,164.23,1176.45
2023-01-01T12:30:00Z,167.48,1259.85
2023-01-01T13:00:00Z,170.5,1082.45
2023-01-01T13:30:00Z,158.64,1286.4
2023-01-01T14:00:00Z,154.77,1353.75
2023-01-01T14:30:00Z,156.51,1311.65
2023-01-01T15:00:00Z,151.61,1335.35
2023-01-01T15:30:00Z,183.28,1388.5
2023-01-01T16:00:00Z,201.56,1199.55
2023-01-01T16:30:00Z,213.65,1526.8
2023-01-01T17:00:00Z,219.76,1844.6
2023-01-01T17:30:00Z,220.55000000000004,1733.5
2023-01-01T18:00:00Z,219.76999999999998,1692.45
2023-01-01T18:30:00Z,219.12,2069.8
2023-01-01T19:00:00Z,197.27999999999997,1897.65
2023-01-01T19:30:00Z,200.03,1808.6
2023-01-01T20:00:00Z,196.89,2324.5
2023-01-01T20:30:00Z,182.92,2281.3
2023-01-01T21:00:00Z,188.57,2592.6
2023-01-01T21:30:00Z,177.9,2474.45
2023-01-01T22:00:00Z,161.76,2339.3
2023-01-01T22:30:00Z,166.0,2236.5
2023-01-01T23:00:00Z,156.51,617.55
2023-01-01T23:30:00Z,151.35,969.25
2023-01-02T00:00:00Z,172.68,828.15
2023-01-02T00:30:00Z,182.34,1081.35
2023-01-02T01:00:00Z,169.78,1034.8
2023-01-02T01:30:00Z,157.01,892.95
2023-01-02T02:00:00Z,133.02,1115.1
2023-01-02T02:30:00Z,121.76999999999998,1082.95
2023-01-02T03:00:00Z,83.76,900.75
2023-01-02T03:30:00Z,69.64,637.35
2023-01-02T04:00:00Z,57.45,735.6
2023-01-02T04:30:00Z,25.6,766.85
2023-01-02T05:00:00Z,43.53,1143.6
2023-01-02T05:30:00Z,43.81,1102.25
2023-01-02T06:00:00Z,68.74,1710.1
2023-01-02T06:30:00Z,68.24,1618.85
2023-01-02T07:00:00Z,80.81,1578.0
2023-01-02T07:30:00Z,76.88,1562.55
2023-01-02T08:00:00Z,70.17,1750.45
2023-01-02T08:30:00Z,105.88,2158.85
2023-01-02T09:00:00Z,81.62,1657.7
2023-01-02T09:30:00Z,115.21,2065.3
2023-01-02T10:00:00Z,108.64,2021.25
2023-01-02T10:30:00Z,106.71,2223.0
2023-01-02T11:00:00Z,120.92000000000002,2313.4
2023-01-02T11:30:00Z,121.94,2665.5
2023-01-02T12:00:00Z,104.38,2233.0
2023-01-02T12:30:00Z,103.84,2133.6
2023-01-02T13:00:00Z,119.61,2411.35
2023-01-02T13:30:00Z,126.89000000000001,2434.65
2023-01-02T14:00:00Z,119.69000000000001,2259.05
2023-01-02T14:30:00Z,119.37,2304.2
2023-01-02T15:00:00Z,150.91,2006.3
2023-01-02T15:30:00Z,160.23,1846.0
2023-01-02T16:00:00Z,133.95,2052.35
2023-01-02T16:30:00Z,183.02,2284.35
2023-01-02T17:00:00Z,201.73,1695.65
2023-01-02T17:30:00Z,208.51,1748.85
2023-01-02T18:00:00Z,215.98,1748.45
2023-01-02T18:30:00Z,210.68,1875.2
2023-01-02T19:00:00Z,184.80000000000004,1632.35
2023-01-02T19:30:00Z,174.92,1544.1
2023-01-02T20:00:00Z,171.02,1419.55
2023-01-02T20:30:00Z,168.99,1401.65
2023-01-02T21:00:00Z,150.49,729.4
2023-01-02T21:30:00Z,126.43,746.35
2023-01-02T22:00:00Z,122.78999999999999,1285.7
2023-01-02T22:30:00Z,107.08,1926.1
2023-01-02T23:00:00Z,152.8,1213.9
2023-01-02T23:30:00Z,132.44,747.05
2023-01-03T00:00:00Z,112.51,896.75
