startTime,combined_price,total_volume
2021-01-01T00:00:00Z,68.54,407.3
2021-01-01T00:30:00Z,69.82,601.4
2021-01-01T01:00:00Z,67.42,608.0
2021-01-01T01:30:00Z,65.45,579.35
2021-01-01T02:00:00Z,59.440000000000005,729.4
2021-01-01T02:30:00Z,57.07,744.85
2021-01-01T03:00:00Z,50.1,508.2
2021-01-01T03:30:00Z,50.98,470.85
2021-01-01T04:00:00Z,57.77,440.9
2021-01-01T04:30:00Z,53.64,363.5
2021-01-01T05:00:00Z,53.42,546.15
2021-01-01T05:30:00Z,55.26,547.55
2021-01-01T06:00:00Z,57.78,456.25
2021-01-01T06:30:00Z,55.16,389.5
2021-01-01T07:00:00Z,37.71,416.65
2021-01-01T07:30:00Z,36.79,492.5
2021-01-01T08:00:00Z,42.52,672.75
2021-01-01T08:30:00Z,47.65,571.35
2021-01-01T09:00:00Z,41.98,856.0
2021-01-01T09:30:00Z,44.08,1094.9
2021-01-01T10:00:00Z,49.93,994.4
2021-01-01T10:30:00Z,46.79,969.1
2021-01-01T11:00:00Z,53.42,912.3
2021-01-01T11:30:00Z,60.35,965.9
2021-01-01T12:00:00Z,68.28,1024.15
2021-01-01T12:30:00Z,63.13,927.7
2021-01-01T13:00:00Z,70.06,861.25
2021-01-01T13:30:00Z,69.02,741.75
2021-01-01T14:00:00Z,71.27,854.8
2021-01-01T14:30:00Z,70.33,829.25
2021-01-01T15:00:00Z,76.11,839.7
2021-01-01T15:30:00Z,81.39,769.9
2021-01-01T16:00:00Z,82.2,802.6
2021-01-01T16:30:00Z,87.8,972.25
2021-01-01T17:00:00Z,92.37,966.9
2021-01-01T17:30:00Z,91.31,888.85
2021-01-01T18:00:00Z,88.93,1050.0
2021-01-01T18:30:00Z,86.12,726.1
2021-01-01T19:00:00Z,82.01000000000002,934.45
2021-01-01T19:30:00Z,75.8,785.05
2021-01-01T20:00:00Z,74.05,904.2
2021-01-01T20:30:00Z,67.96,775.2
2021-01-01T21:00:00Z,68.05,619.0
2021-01-01T21:30:00Z,61.88,527.15
2021-01-01T22:00:00Z,58.24,684.75
2021-01-01T22:30:00Z,60.78,814.0
2021-01-01T23:00:00Z,56.68999999999999,697.95
2021-01-01T23:30:00Z,52.83,818.7
2021-01-02T00:00:00Z,57.470000000000006,677.0
2021-01-02T00:30:00Z,60.45,655.9
2021-01-02T01:00:00Z,58.17,437.1
2021-01-02T01:30:00Z,60.2,516.8
2021-01-02T02:00:00Z,57.56,469.95
2021-01-02T02:30:00Z,52.52,491.2
2021-01-02T03:00:00Z,44.959999999999994,368.35
2021-01-02T03:30:00Z,43.45,366.15
2021-01-02T04:00:00Z,46.92,385.0
2021-01-02T04:30:00Z,46.29,390.5
2021-01-02T05:00:00Z,47.74000000000001,431.75
2021-01-02T05:30:00Z,47.92,463.4
2021-01-02T06:00:00Z,50.13,555.15
2021-01-02T06:30:00Z,46.45,607.95
2021-01-02T07:00:00Z,42.19,697.0
2021-01-02T07:30:00Z,48.86,682.55
2021-01-02T08:00:00Z,49.73,806.35
2021-01-02T08:30:00Z,51.69,911.65
2021-01-02T09:00:00Z,55.85,1088.25
2021-01-02T09:30:00Z,49.79,816.75
2021-01-02T10:00:00Z,50.46,1321.3
2021-01-02T10:30:00Z,51.65,1151.7
2021-01-02T11:00:00Z,56.69,1475.75
2021-01-02T11:30:00Z,56.03999999999999,1455.85
2021-01-02T12:00:00Z,59.21,1457.2
2021-01-02T12:30:00Z,65.11,1378.25
2021-01-02T13:00:00Z,70.38,1299.4
2021-01-02T13:30:00Z,67.33,1261.5
2021-01-02T14:00:00Z,65.15,1114.6
2021-01-02T14:30:00Z,57.48,1054.7
2021-01-02T15:00:00Z,55.86,805.2
2021-01-02T15:30:00Z,66.18,927.15
2021-01-02T16:00:00Z,69.43,879.0
2021-01-02T16:30:00Z,77.36,853.55
2021-01-02T17:00:00Z,103.13,704.15
2021-01-02T17:30:00Z,103.78000000000002,823.4
2021-01-02T18:00:00Z,95.91000000000001,777.2
2021-01-02T18:30:00Z,81.83,1084.5
2021-01-02T19:00:00Z,69.17,955.8
2021-01-02T19:30:00Z,50.02,605.5
2021-01-02T20:00:00Z,50.0,672.35
2021-01-02T20:30:00Z,50.8,849.1
2021-01-02T21:00:00Z,56.879999999999995,1211.7
2021-01-02T21:30:00Z,61.85000000000001,1071.9
2021-01-02T22:00:00Z,56.49,815.05
2021-01-02T22:30:00Z,57.15,999.15
2021-01-02T23:00:00Z,62.279999999999994,742.45
2021-01-02T23:30:00Z,62.25,758.05
2021-01-03T00:00:00Z,61.59,504.0
2021-01-03T00:30:00Z,62.35,526.05
2021-01-03T01:00:00Z,65.77,401.35
2021-01-03T01:30:00Z,66.44,447.9
2021-01-03T02:00:00Z,61.58,351.8
2021-01-03T02:30:00Z,58.41,465.55
2021-01-03T03:00:00Z,55.16,423.65
2021-01-03T03:30:00Z,43.01,361.75
2021-01-03T04:00:00Z,27.55,222.25
2021-01-03T04:30:00Z,22.44,381.3
2021-01-03T05:00:00Z,34.42,505.25
2021-01-03T05:30:00Z,46.79,672.2
2021-01-03T06:00:00Z,51.04,630.1
2021-01-03T06:30:00Z,44.26,596.3
2021-01-03T07:00:00Z,44.89999999999999,864.5
2021-01-03T07:30:00Z,47.51,854.8
2021-01-03T08:00:00Z,45.77,908.5
2021-01-03T08:30:00Z,50.47,1026.3
2021-01-03T09:00:00Z,46.8,1152.95
2021-01-03T09:30:00Z,44.23,1662.0
2021-01-03T10:00:00Z,44.17,1430.5
2021-01-03T10:30:00Z,54.22,1598.05
2021-01-03T11:00:00Z,57.77,1083.5
2021-01-03T11:30:00Z,65.89,1475.9
2021-01-03T12:00:00Z,69.7,1112.05
2021-01-03T12:30:00Z,70.3,1071.9
2021-01-03T13:00:00Z,70.96,951.25
2021-01-03T13:30:00Z,69.64,1113.3
2021-01-03T14:00:00Z,62.959999999999994,703.55
2021-01-03T14:30:00Z,55.4,885.7
2021-01-03T15:00:00Z,51.14,879.75
2021-01-03T15:30:00Z,54.58,963.65
2021-01-03T16:00:00Z,61.72,898.65
2021-01-03T16:30:00Z,78.57,866.65
2021-01-03T17:00:00Z,85.71,715.15
2021-01-03T17:30:00Z,78.91,848.55
2021-01-03T18:00:00Z,67.18,1047.7
2021-01-03T18:30:00Z,63.42,1342.75
2021-01-03T19:00:00Z,64.73,1587.4
2021-01-03T19:30:00Z,60.46999999999999,1400.3
2021-01-03T20:00:00Z,57.14,1591.05
2021-01-03T20:30:00Z,57.96,1978.45
2021-01-03T21:00:00Z,58.85,1397.0
2021-01-03T21:30:00Z,57.77,1265.8
2021-01-03T22:00:00Z,56.65999999999999,1180.95
2021-01-03T22:30:00Z,56.47,1299.45
2021-01-03T23:00:00Z,56.94,540.05
2021-01-03T23:30:00Z,46.49,619.25
2021-01-04T00:00:00Z,50.75,521.1
2021-01-04T00:30:00Z,56.0,460.65
2021-01-04T01:00:00Z,52.67,381.4
2021-01-04T01:30:00Z,54.5,447.95
2021-01-04T02:00:00Z,53.75,581.45
2021-01-04T02:30:00Z,54.33,554.3
2021-01-04T03:00:00Z,55.53,519.9
2021-01-04T03:30:00Z,53.739999999999995,689.25
2021-01-04T04:00:00Z,53.96,457.0
2021-01-04T04:30:00Z,52.9,507.65
2021-01-04T05:00:00Z,58.95,674.95
